Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
26,2025-01-10 18:58:14,977234743303,fraud_Lind-Buckridge,shopping_pos,47.2,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,926416,Engineer,1980-01-01,trans_26,1736515694,34.0,-118.0,0
27,2024-07-08 18:58:14,485462905751,"fraud_Rippin, Kub and Mann",gas_transport,289.81,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,439102,Developer,1980-01-01,trans_27,1720445294,34.0,-118.0,1
28,2025-10-05 18:58:14,358843400046,"fraud_Rippin, Kub and Mann",health_fitness,105.01,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,126800,Engineer,1980-01-01,trans_28,1759670894,34.0,-118.0,0
29,2024-11-26 18:58:14,818501513245,fraud_Keeling-Crist,home,47.68,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,717753,Accountant,1980-01-01,trans_29,1732627694,34.0,-118.0,0
30,2024-12-08 18:58:14,532761338039,fraud_Keeling-Crist,misc_pos,199.26,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,913290,Artist,1980-01-01,trans_30,1733664494,34.0,-118.0,0
31,2024-01-26 18:58:14,695055912955,fraud_Keeling-Crist,misc_pos,188.09,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,293433,Scientist,1980-01-01,trans_31,1706275694,34.0,-118.0,0
32,2025-05-22 18:58:14,315165273633,"fraud_Kutch, Hermiston and Farrell",health_fitness,192.17,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,708760,Driver,1980-01-01,trans_32,1747920494,34.0,-118.0,0
33,2025-01-03 18:58:14,846939611806,fraud_Lind-Buckridge,grocery_pos,157.95,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,573052,Engineer,1980-01-01,trans_33,1735910894,34.0,-118.0,0
34,2025-01-31 18:58:14,603704756539,fraud_Misc_Store,grocery_pos,191.57,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,801256,Doctor,1980-01-01,trans_34,1738330094,34.0,-118.0,0
35,2025-12-15 18:58:14,596615588772,"fraud_Heller, Gutmann and Zieme",shopping_pos,155.53,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,569860,Teacher,1980-01-01,trans_35,1765805294,34.0,-118.0,0
36,2024-09-01 18:58:14,166431284958,fraud_Misc_Store,shopping_pos,1.81,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,939879,Sales,1980-01-01,trans_36,1725197294,34.0,-118.0,0
37,2025-12-31 18:58:14,356457407260,fraud_Misc_Store,personal_care,54.14,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,296727,Driver,1980-01-01,trans_37,1767187694,34.0,-118.0,0
38,2026-01-01 18:58:14,474369383634,fraud_Lind-Buckridge,misc_net,130.59,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,319246,Driver,1980-01-01,trans_38,1767274094,34.0,-118.0,0
39,2024-05-20 18:58:14,942861986736,fraud_Keeling-Crist,home,141.81,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,186148,Developer,1980-01-01,trans_39,1716211694,34.0,-118.0,0
40,2025-10-26 18:58:14,869214344587,"fraud_Rippin, Kub and Mann",travel,143.98,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,769721,Teacher,1980-01-01,trans_40,1761485294,34.0,-118.0,0
41,2025-03-25 18:58:14,481315200860,"fraud_Rippin, Kub and Mann",food_dining,73.01,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,383721,Manager,1980-01-01,trans_41,1742909294,34.0,-118.0,0
42,2025-04-22 18:58:14,865933248424,"fraud_Heller, Gutmann and Zieme",entertainment,89.74,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,931948,Sales,1980-01-01,trans_42,1745328494,34.0,-118.0,0
43,2025-05-29 18:58:14,821294847695,"fraud_Rippin, Kub and Mann",travel,77.45,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,938024,Scientist,1980-01-01,trans_43,1748525294,34.0,-118.0,0
44,2025-09-22 18:58:14,359239143165,"fraud_Heller, Gutmann and Zieme",gas_transport,100.44,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,34845,Developer,1980-01-01,trans_44,1758547694,34.0,-118.0,0
45,2024-10-20 18:58:14,585080037228,"fraud_Rippin, Kub and Mann",personal_care,197.04,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,791402,Doctor,1980-01-01,trans_45,1729430894,34.0,-118.0,0
46,2024-03-31 18:58:14,833067949109,"fraud_Rippin, Kub and Mann",shopping_pos,197.11,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,262268,Accountant,1980-01-01,trans_46,1711891694,34.0,-118.0,0
47,2024-10-21 18:58:14,641701614668,"fraud_Rippin, Kub and Mann",misc_pos,70.13,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,506500,Scientist,1980-01-01,trans_47,1729517294,34.0,-118.0,0
48,2024-01-30 18:58:14,252882349608,fraud_Misc_Store,gas_transport,78.49,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,499402,Artist,1980-01-01,trans_48,1706621294,34.0,-118.0,0
49,2024-04-06 18:58:14,900549287777,fraud_Lind-Buckridge,food_dining,153.66,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,942433,Manager,1980-01-01,trans_49,1712410094,34.0,-118.0,0
50,2025-05-20 18:58:14,472486987691,"fraud_Kutch, Hermiston and Farrell",entertainment,971.95,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,360951,Driver,1980-01-01,trans_50,1747747694,34.0,-118.0,1
51,2025-07-31 18:58:14,416652125839,fraud_Keeling-Crist,kids_pets,188.52,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,349706,Doctor,1980-01-01,trans_51,1753968494,34.0,-118.0,0
52,2025-04-23 18:58:14,229128741459,"fraud_Heller, Gutmann and Zieme",home,3.07,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,273759,Engineer,1980-01-01,trans_52,1745414894,34.0,-118.0,0
53,2025-07-12 18:58:14,534783777698,fraud_Lind-Buckridge,misc_net,41.19,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,307296,Scientist,1980-01-01,trans_53,1752326894,34.0,-118.0,0
54,2025-01-09 18:58:14,458762436443,fraud_Lind-Buckridge,kids_pets,119.07,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,818106,Doctor,1980-01-01,trans_54,1736429294,34.0,-118.0,0
55,2024-03-17 18:58:14,590926613864,"fraud_Rippin, Kub and Mann",misc_pos,135.17,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,575229,Driver,1980-01-01,trans_55,1710682094,34.0,-118.0,0
56,2024-08-08 18:58:14,498310142604,fraud_Lind-Buckridge,travel,1.44,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,628772,Developer,1980-01-01,trans_56,1723123694,34.0,-118.0,0
57,2024-09-08 18:58:14,222674715982,"fraud_Heller, Gutmann and Zieme",misc_net,156.5,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,306904,Scientist,1980-01-01,trans_57,1725802094,34.0,-118.0,0
58,2025-08-03 18:58:14,565527773467,fraud_Misc_Store,grocery_pos,71.0,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,86622,Scientist,1980-01-01,trans_58,1754227694,34.0,-118.0,0
59,2025-04-16 18:58:14,306961065162,fraud_Misc_Store,misc_pos,191.82,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,943142,Driver,1980-01-01,trans_59,1744810094,34.0,-118.0,0
60,2024-03-22 18:58:14,824515514235,"fraud_Kutch, Hermiston and Farrell",entertainment,116.94,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,149510,Doctor,1980-01-01,trans_60,1711114094,34.0,-118.0,0
61,2025-02-28 18:58:14,388581655235,fraud_Lind-Buckridge,home,88.27,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,936923,Artist,1980-01-01,trans_61,1740749294,34.0,-118.0,0
62,2024-01-20 18:58:14,790077570332,"fraud_Kutch, Hermiston and Farrell",misc_pos,180.81,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,421736,Developer,1980-01-01,trans_62,1705757294,34.0,-118.0,0
63,2025-09-16 18:58:14,407966964026,"fraud_Rippin, Kub and Mann",food_dining,19.37,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,58037,Teacher,1980-01-01,trans_63,1758029294,34.0,-118.0,0
64,2025-08-17 18:58:14,232148437387,"fraud_Heller, Gutmann and Zieme",grocery_pos,130.48,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,520175,Engineer,1980-01-01,trans_64,1755437294,34.0,-118.0,1
65,2025-02-03 18:58:14,584567130519,fraud_Keeling-Crist,gas_transport,47.65,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,319005,Developer,1980-01-01,trans_65,1738589294,34.0,-118.0,0
66,2024-09-16 18:58:14,463850616328,"fraud_Kutch, Hermiston and Farrell",entertainment,76.06,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,394797,Sales,1980-01-01,trans_66,1726493294,34.0,-118.0,0
67,2025-03-05 18:58:14,868876477840,"fraud_Rippin, Kub and Mann",home,167.66,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,285073,Manager,1980-01-01,trans_67,1741181294,34.0,-118.0,0
68,2025-06-29 18:58:14,587901356259,fraud_Keeling-Crist,grocery_pos,103.97,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,67619,Developer,1980-01-01,trans_68,1751203694,34.0,-118.0,0
69,2024-08-16 18:58:14,258156671207,"fraud_Rippin, Kub and Mann",personal_care,58.85,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,276434,Doctor,1980-01-01,trans_69,1723814894,34.0,-118.0,0
70,2024-06-10 18:58:14,545782371961,fraud_Misc_Store,entertainment,69.26,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,371652,Manager,1980-01-01,trans_70,1718026094,34.0,-118.0,0
71,2025-05-15 18:58:14,974430895182,fraud_Misc_Store,misc_net,98.61,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,66257,Engineer,1980-01-01,trans_71,1747315694,34.0,-118.0,0
72,2025-06-19 18:58:14,498463517556,"fraud_Rippin, Kub and Mann",misc_pos,91.93,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,917154,Driver,1980-01-01,trans_72,1750339694,34.0,-118.0,0
73,2024-03-08 18:58:14,514659190919,"fraud_Rippin, Kub and Mann",home,10.95,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,358681,Driver,1980-01-01,trans_73,1709904494,34.0,-118.0,0
74,2024-10-10 18:58:14,175921908761,"fraud_Heller, Gutmann and Zieme",kids_pets,748.73,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,726394,Scientist,1980-01-01,trans_74,1728566894,34.0,-118.0,1
75,2024-01-31 18:58:14,377267204966,"fraud_Rippin, Kub and Mann",entertainment,157.97,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,372727,Artist,1980-01-01,trans_75,1706707694,34.0,-118.0,1
76,2025-07-08 18:58:14,561320628580,fraud_Lind-Buckridge,shopping_pos,195.26,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,396462,Artist,1980-01-01,trans_76,1751981294,34.0,-118.0,0
77,2024-08-14 18:58:14,221861048407,"fraud_Kutch, Hermiston and Farrell",misc_net,42.21,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,196212,Driver,1980-01-01,trans_77,1723642094,34.0,-118.0,0
78,2024-05-30 18:58:14,355716342845,"fraud_Kutch, Hermiston and Farrell",grocery_pos,78.69,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,137538,Driver,1980-01-01,trans_78,1717075694,34.0,-118.0,0
79,2025-12-22 18:58:14,252349241908,fraud_Misc_Store,kids_pets,885.89,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,851312,Engineer,1980-01-01,trans_79,1766410094,34.0,-118.0,1
80,2025-01-25 18:58:14,314070189228,"fraud_Rippin, Kub and Mann",shopping_pos,72.38,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,225031,Sales,1980-01-01,trans_80,1737811694,34.0,-118.0,0
81,2025-06-24 18:58:14,544111254663,fraud_Keeling-Crist,shopping_pos,12.71,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,934904,Manager,1980-01-01,trans_81,1750771694,34.0,-118.0,0
82,2024-12-26 18:58:14,872799225189,fraud_Misc_Store,shopping_pos,79.65,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,674563,Teacher,1980-01-01,trans_82,1735219694,34.0,-118.0,0
83,2025-05-20 18:58:14,567070548536,"fraud_Heller, Gutmann and Zieme",gas_transport,148.61,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,422894,Artist,1980-01-01,trans_83,1747747694,34.0,-118.0,0
84,2024-08-06 18:58:14,868893087813,"fraud_Kutch, Hermiston and Farrell",entertainment,193.83,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,88363,Developer,1980-01-01,trans_84,1722950894,34.0,-118.0,0
85,2025-01-28 18:58:14,401843681884,fraud_Keeling-Crist,gas_transport,185.03,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,327064,Teacher,1980-01-01,trans_85,1738070894,34.0,-118.0,0
86,2024-10-26 18:58:14,451564771857,fraud_Lind-Buckridge,grocery_pos,70.84,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,849801,Developer,1980-01-01,trans_86,1729949294,34.0,-118.0,0
87,2024-10-05 18:58:14,296108003900,fraud_Misc_Store,entertainment,185.99,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,785169,Teacher,1980-01-01,trans_87,1728134894,34.0,-118.0,0
88,2025-04-12 18:58:14,768011005927,fraud_Lind-Buckridge,misc_net,101.06,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,478130,Accountant,1980-01-01,trans_88,1744464494,34.0,-118.0,0
89,2025-10-21 18:58:14,301747085309,fraud_Lind-Buckridge,misc_pos,165.6,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,454387,Engineer,1980-01-01,trans_89,1761053294,34.0,-118.0,0
90,2024-12-23 18:58:14,981825916350,"fraud_Rippin, Kub and Mann",shopping_pos,98.48,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,911948,Developer,1980-01-01,trans_90,1734960494,34.0,-118.0,0
91,2025-01-22 18:58:14,754054486290,fraud_Misc_Store,misc_pos,105.65,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,871168,Doctor,1980-01-01,trans_91,1737552494,34.0,-118.0,0
92,2024-10-09 18:58:14,878128782285,fraud_Lind-Buckridge,grocery_pos,65.32,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,38086,Artist,1980-01-01,trans_92,1728480494,34.0,-118.0,0
93,2024-12-12 18:58:14,171445468982,"fraud_Heller, Gutmann and Zieme",misc_pos,48.03,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,936094,Developer,1980-01-01,trans_93,1734010094,34.0,-118.0,0
94,2024-04-09 18:58:14,754030438823,fraud_Keeling-Crist,personal_care,156.58,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,706264,Artist,1980-01-01,trans_94,1712669294,34.0,-118.0,0
95,2025-05-06 18:58:14,338893659730,fraud_Lind-Buckridge,grocery_pos,105.0,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,15990,Sales,1980-01-01,trans_95,1746538094,34.0,-118.0,0
96,2025-07-01 18:58:14,605291422362,"fraud_Heller, Gutmann and Zieme",shopping_pos,33.92,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,231218,Engineer,1980-01-01,trans_96,1751376494,34.0,-118.0,0
97,2025-09-21 18:58:14,248829068525,fraud_Misc_Store,personal_care,64.05,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,831944,Driver,1980-01-01,trans_97,1758461294,34.0,-118.0,0
98,2025-07-20 18:58:14,685014266006,"fraud_Kutch, Hermiston and Farrell",personal_care,77.25,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,355349,Engineer,1980-01-01,trans_98,1753018094,34.0,-118.0,0
99,2024-04-10 18:58:14,834059663286,"fraud_Rippin, Kub and Mann",kids_pets,58.0,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,531804,Teacher,1980-01-01,trans_99,1712755694,34.0,-118.0,0
100,2025-04-11 18:58:14,714070911610,fraud_Keeling-Crist,entertainment,530.94,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,252994,Teacher,1980-01-01,trans_100,1744378094,34.0,-118.0,1
101,2025-03-14 18:58:14,696027750281,fraud_Lind-Buckridge,kids_pets,140.59,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,913820,Manager,1980-01-01,trans_101,1741958894,34.0,-118.0,0
102,2025-10-17 18:58:14,211039924540,fraud_Misc_Store,shopping_pos,39.96,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,11916,Manager,1980-01-01,trans_102,1760707694,34.0,-118.0,0
103,2025-07-23 18:58:14,912496735427,"fraud_Kutch, Hermiston and Farrell",entertainment,70.65,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,937943,Engineer,1980-01-01,trans_103,1753277294,34.0,-118.0,0
104,2025-12-28 18:58:14,223868047279,fraud_Keeling-Crist,travel,10.39,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,826035,Manager,1980-01-01,trans_104,1766928494,34.0,-118.0,0
105,2025-03-30 18:58:14,212862445176,"fraud_Heller, Gutmann and Zieme",shopping_pos,163.6,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,916604,Engineer,1980-01-01,trans_105,1743341294,34.0,-118.0,0
106,2024-03-28 18:58:14,510609344144,"fraud_Heller, Gutmann and Zieme",personal_care,156.3,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,108629,Artist,1980-01-01,trans_106,1711632494,34.0,-118.0,0
107,2024-03-30 18:58:14,958154587875,fraud_Keeling-Crist,misc_net,134.3,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,474887,Accountant,1980-01-01,trans_107,1711805294,34.0,-118.0,0
108,2024-09-12 18:58:14,510749514592,"fraud_Kutch, Hermiston and Farrell",misc_net,34.14,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,291137,Driver,1980-01-01,trans_108,1726147694,34.0,-118.0,0
109,2025-04-21 18:58:14,445311325446,"fraud_Rippin, Kub and Mann",misc_pos,56.7,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,414191,Artist,1980-01-01,trans_109,1745242094,34.0,-118.0,0
110,2024-05-10 18:58:14,746999004113,fraud_Lind-Buckridge,home,55.13,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,869814,Artist,1980-01-01,trans_110,1715347694,34.0,-118.0,0
111,2024-07-04 18:58:14,380342845368,"fraud_Heller, Gutmann and Zieme",personal_care,106.46,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,549664,Driver,1980-01-01,trans_111,1720099694,34.0,-118.0,0
112,2025-07-05 18:58:14,737052965893,fraud_Misc_Store,shopping_pos,41.11,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,861080,Sales,1980-01-01,trans_112,1751722094,34.0,-118.0,0
113,2025-08-25 18:58:14,451517032496,"fraud_Rippin, Kub and Mann",shopping_pos,79.49,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,205699,Sales,1980-01-01,trans_113,1756128494,34.0,-118.0,0
114,2024-05-31 18:58:14,386960745845,fraud_Misc_Store,travel,174.87,Fname,Lname,M,123 Fake St,Cityville,CA,90210,34.0,-118.0,138111,Sales,1980-01-01,trans_114,1717162094,34.0,-118.0,0
115,2025-12-14 18:58:14,795204015698,"fraud_Heller, Gutmann and Zieme",kids_pets,18.04,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,499673,Manager,1980-01-01,trans_115,1765718894,34.0,-118.0,0
116,2025-12-05 18:58:14,558564683178,"fraud_Heller, Gutmann and Zieme",gas_transport,16.87,Fname,Lname,F,123 Fake St,Cityville,CA,90210,34.0,-118.0,464404,Artist,1980-01-01,trans_116,1764941294,34.0,-118.0,0
